Verse,Verse_sans,Translation,Link
13/22,puruṣaḥ prakṛti-stho hibhuṅkte prakṛti-jān guṇānkāraṇaṁ guṇa-saṅgo ’syasad-asad-yoni-janmasu,"The living entity in material nature thus follows the ways of life, enjoying the three modes of nature. This is due to his association with that material nature. Thus he meets with good and evil among various species.",https://vedabase.io/en/library/bg/13/22/
13/23,upadraṣṭānumantā cabhartā bhoktā maheśvaraḥparamātmeti cāpy uktodehe ’smin puruṣaḥ paraḥ,"Yet in this body there is another, a transcendental enjoyer, who is the Lord, the supreme proprietor, who exists as the overseer and permitter, and who is known as the Supersoul.",https://vedabase.io/en/library/bg/13/23/
13/24,ya evaṁ vetti puruṣaṁprakṛtiṁ ca guṇaiḥ sahasarvathā vartamāno ’pina sa bhūyo ’bhijāyate,"One who understands this philosophy concerning material nature, the living entity and the interaction of the modes of nature is sure to attain liberation. He will not take birth here again, regardless of his present position.",https://vedabase.io/en/library/bg/13/24/
13/25,dhyānenātmani paśyantikecid ātmānam ātmanāanye sāṅkhyena yogenakarma-yogena cāpare,"Some perceive the Supersoul within themselves through meditation, others through the cultivation of knowledge, and still others through working without fruitive desires.",https://vedabase.io/en/library/bg/13/25/
13/26,anye tv evam ajānantaḥśrutvānyebhya upāsatete ’pi cātitaranty evamṛtyuṁ śruti-parāyaṇāḥ,"Again there are those who, although not conversant in spiritual knowledge, begin to worship the Supreme Person upon hearing about Him from others. Because of their tendency to hear from authorities, they also transcend the path of birth and death.",https://vedabase.io/en/library/bg/13/26/
13/27,yāvat sañjāyate kiñcitsattvaṁ sthāvara-jaṅgamamkṣetra-kṣetrajña-saṁyogāttad viddhi bharatarṣabha,"O chief of the Bhāratas, know that whatever you see in existence, both the moving and the nonmoving, is only a combination of the field of activities and the knower of the field.",https://vedabase.io/en/library/bg/13/27/
13/28,samaṁ sarveṣu bhūteṣutiṣṭhantaṁ parameśvaramvinaśyatsv avinaśyantaṁyaḥ paśyati sa paśyati,"One who sees the Supersoul accompanying the individual soul in all bodies, and who understands that neither the soul nor the Supersoul within the destructible body is ever destroyed, actually sees.",https://vedabase.io/en/library/bg/13/28/
13/29,samaṁ paśyan hi sarvatrasamavasthitam īśvaramna hinasty ātmanātmānaṁtato yāti parāṁ gatim,"One who sees the Supersoul equally present everywhere, in every living being, does not degrade himself by his mind. Thus he approaches the transcendental destination.",https://vedabase.io/en/library/bg/13/29/
13/30,prakṛtyaiva ca karmāṇikriyamāṇāni sarvaśaḥyaḥ paśyati tathātmānamakartāraṁ sa paśyati,"One who can see that all activities are performed by the body, which is created of material nature, and sees that the self does nothing, actually sees.",https://vedabase.io/en/library/bg/13/30/
13/31,yadā bhūta-pṛthag-bhāvameka-stham anupaśyatitata eva ca vistāraṁbrahma sampadyate tadā,"When a sensible man ceases to see different identities due to different material bodies and he sees how beings are expanded everywhere, he attains to the Brahman conception.",https://vedabase.io/en/library/bg/13/31/
13/32,anāditvān nirguṇatvātparamātmāyam avyayaḥśarīra-stho ’pi kaunteyana karoti na lipyate,"Those with the vision of eternity can see that the imperishable soul is transcendental, eternal, and beyond the modes of nature. Despite contact with the material body, O Arjuna, the soul neither does anything nor is entangled.",https://vedabase.io/en/library/bg/13/32/
13/33,yathā sarva-gataṁ saukṣmyādākāśaṁ nopalipyatesarvatrāvasthito dehetathātmā nopalipyate,"The sky, due to its subtle nature, does not mix with anything, although it is all-pervading. Similarly, the soul situated in Brahman vision does not mix with the body, though situated in that body.",https://vedabase.io/en/library/bg/13/33/
13/34,yathā prakāśayaty ekaḥkṛtsnaṁ lokam imaṁ raviḥkṣetraṁ kṣetrī tathā kṛtsnaṁprakāśayati bhārata,"O son of Bharata, as the sun alone illuminates all this universe, so does the living entity, one within the body, illuminate the entire body by consciousness.",https://vedabase.io/en/library/bg/13/34/
14/1,śrī-bhagavān uvācaparaṁ bhūyaḥ pravakṣyāmijñānānāṁ jñānam uttamamyaj jñātvā munayaḥ sarveparāṁ siddhim ito gatāḥ,"The Supreme Personality of Godhead said: Again I shall declare to you this supreme wisdom, the best of all knowledge, knowing which all the sages have attained the supreme perfection.",https://vedabase.io/en/library/bg/14/1/
14/2,idaṁ jñānam upāśrityamama sādharmyam āgatāḥsarge ’pi nopajāyantepralaye na vyathanti ca,"By becoming fixed in this knowledge, one can attain to the transcendental nature like My own. Thus established, one is not born at the time of creation or disturbed at the time of dissolution.",https://vedabase.io/en/library/bg/14/2/
14/3,mama yonir mahad brahmatasmin garbhaṁ dadhāmy ahamsambhavaḥ sarva-bhūtānāṁtato bhavati bhārata,"The total material substance, called Brahman, is the source of birth, and it is that Brahman that I impregnate, making possible the births of all living beings, O son of Bharata.",https://vedabase.io/en/library/bg/14/3/
14/4,sarva-yoniṣu kaunteyamūrtayaḥ sambhavanti yāḥtāsāṁ brahma mahad yonirahaṁ bīja-pradaḥ pitā,"It should be understood that all species of life, O son of Kuntī, are made possible by birth in this material nature, and that I am the seed-giving father.",https://vedabase.io/en/library/bg/14/4/
14/5,sattvaṁ rajas tama itiguṇāḥ prakṛti-sambhavāḥnibadhnanti mahā-bāhodehe dehinam avyayam,"Material nature consists of three modes – goodness, passion and ignorance. When the eternal living entity comes in contact with nature, O mighty-armed Arjuna, he becomes conditioned by these modes.",https://vedabase.io/en/library/bg/14/5/
14/6,tatra sattvaṁ nirmalatvātprakāśakam anāmayamsukha-saṅgena badhnātijñāna-saṅgena cānagha,"O sinless one, the mode of goodness, being purer than the others, is illuminating, and it frees one from all sinful reactions. Those situated in that mode become conditioned by a sense of happiness and knowledge.",https://vedabase.io/en/library/bg/14/6/
14/7,rajo rāgātmakaṁ viddhitṛṣṇā-saṅga-samudbhavamtan nibadhnāti kaunteyakarma-saṅgena dehinam,"The mode of passion is born of unlimited desires and longings, O son of Kuntī, and because of this the embodied living entity is bound to material fruitive actions.",https://vedabase.io/en/library/bg/14/7/
14/8,tamas tv ajñāna-jaṁ viddhimohanaṁ sarva-dehināmpramādālasya-nidrābhistan nibadhnāti bhārata,"O son of Bharata, know that the mode of darkness, born of ignorance, is the delusion of all embodied living entities. The results of this mode are madness, indolence and sleep, which bind the conditioned soul.",https://vedabase.io/en/library/bg/14/8/
14/9,sattvaṁ sukhe sañjayatirajaḥ karmaṇi bhāratajñānam āvṛtya tu tamaḥpramāde sañjayaty uta,"O son of Bharata, the mode of goodness conditions one to happiness; passion conditions one to fruitive action; and ignorance, covering one’s knowledge, binds one to madness.",https://vedabase.io/en/library/bg/14/9/
14/10,rajas tamaś cābhibhūyasattvaṁ bhavati bhāratarajaḥ sattvaṁ tamaś caivatamaḥ sattvaṁ rajas tathā,"Sometimes the mode of goodness becomes prominent, defeating the modes of passion and ignorance, O son of Bharata. Sometimes the mode of passion defeats goodness and ignorance, and at other times ignorance defeats goodness and passion. In this way there is always competition for supremacy.",https://vedabase.io/en/library/bg/14/10/
14/11,sarva-dvāreṣu dehe ’sminprakāśa upajāyatejñānaṁ yadā tadā vidyādvivṛddhaṁ sattvam ity uta,The manifestation of the mode of goodness can be experienced when all the gates of the body are illuminated by knowledge.,https://vedabase.io/en/library/bg/14/11/
14/12,lobhaḥ pravṛttir ārambhaḥkarmaṇām aśamaḥ spṛhārajasy etāni jāyantevivṛddhe bharatarṣabha,"O chief of the Bhāratas, when there is an increase in the mode of passion the symptoms of great attachment, fruitive activity, intense endeavor, and uncontrollable desire and hankering develop.",https://vedabase.io/en/library/bg/14/12/
14/13,aprakāśo ’pravṛttiś capramādo moha eva catamasy etāni jāyantevivṛddhe kuru-nandana,"When there is an increase in the mode of ignorance, O son of Kuru, darkness, inertia, madness and illusion are manifested.",https://vedabase.io/en/library/bg/14/13/
14/14,yadā sattve pravṛddhe tupralayaṁ yāti deha-bhṛttadottama-vidāṁ lokānamalān pratipadyate,"When one dies in the mode of goodness, he attains to the pure higher planets of the great sages.",https://vedabase.io/en/library/bg/14/14/
14/15,rajasi pralayaṁ gatvākarma-saṅgiṣu jāyatetathā pralīnas tamasimūḍha-yoniṣu jāyate,"When one dies in the mode of passion, he takes birth among those engaged in fruitive activities; and when one dies in the mode of ignorance, he takes birth in the animal kingdom.",https://vedabase.io/en/library/bg/14/15/
14/16,karmaṇaḥ sukṛtasyāhuḥsāttvikaṁ nirmalaṁ phalamrajasas tu phalaṁ duḥkhamajñānaṁ tamasaḥ phalam,"The result of pious action is pure and is said to be in the mode of goodness. But action done in the mode of passion results in misery, and action performed in the mode of ignorance results in foolishness.",https://vedabase.io/en/library/bg/14/16/
14/17,sattvāt sañjāyate jñānaṁrajaso lobha eva capramāda-mohau tamasobhavato ’jñānam eva ca,"From the mode of goodness, real knowledge develops; from the mode of passion, greed develops; and from the mode of ignorance develop foolishness, madness and illusion.",https://vedabase.io/en/library/bg/14/17/
14/18,ūrdhvaṁ gacchanti sattva-sthāmadhye tiṣṭhanti rājasāḥjaghanya-guṇa-vṛtti-sthāadho gacchanti tāmasāḥ,Those situated in the mode of goodness gradually go upward to the higher planets; those in the mode of passion live on the earthly planets; and those in the abominable mode of ignorance go down to the hellish worlds.,https://vedabase.io/en/library/bg/14/18/
14/19,nānyaṁ guṇebhyaḥ kartāraṁyadā draṣṭānupaśyatiguṇebhyaś ca paraṁ vettimad-bhāvaṁ so ’dhigacchati,"When one properly sees that in all activities no other performer is at work than these modes of nature and he knows the Supreme Lord, who is transcendental to all these modes, he attains My spiritual nature.",https://vedabase.io/en/library/bg/14/19/
14/20,guṇān etān atītya trīndehī deha-samudbhavānjanma-mṛtyu-jarā-duḥkhairvimukto ’mṛtam aśnute,"When the embodied being is able to transcend these three modes associated with the material body, he can become free from birth, death, old age and their distresses and can enjoy nectar even in this life.",https://vedabase.io/en/library/bg/14/20/
14/21,arjuna uvācakair liṅgais trīn guṇān etānatīto bhavati prabhokim-ācāraḥ kathaṁ caitāṁstrīn guṇān ativartate,"Arjuna inquired: O my dear Lord, by which symptoms is one known who is transcendental to these three modes? What is his behavior? And how does he transcend the modes of nature?",https://vedabase.io/en/library/bg/14/21/
14/22-25,śrī-bhagavān uvācaprakāśaṁ ca pravṛttiṁ camoham eva ca pāṇḍavana dveṣṭi sampravṛttānina nivṛttāni kāṅkṣati,"The Supreme Personality of Godhead said: O son of Pāṇḍu, he who does not hate illumination, attachment and delusion when they are present or long for them when they disappear; who is unwavering and undisturbed through all these reactions of the material qualities, remaining neutral and transcendental, knowing that the modes alone are active; who is situated in the self and regards alike happiness and distress; who looks upon a lump of earth, a stone and a piece of gold with an equal eye; who is equal toward the desirable and the undesirable; who is steady, situated equally well in praise and blame, honor and dishonor; who treats alike both friend and enemy; and who has renounced all material activities – such a person is said to have transcended the modes of nature.",https://vedabase.io/en/library/bg/14/22-25/
14/26,māṁ ca yo ’vyabhicāreṇabhakti-yogena sevatesa guṇān samatītyaitānbrahma-bhūyāya kalpate,"One who engages in full devotional service, unfailing in all circumstances, at once transcends the modes of material nature and thus comes to the level of Brahman.",https://vedabase.io/en/library/bg/14/26/
14/27,brahmaṇo hi pratiṣṭhāhamamṛtasyāvyayasya caśāśvatasya ca dharmasyasukhasyaikāntikasya ca,"And I am the basis of the impersonal Brahman, which is immortal, imperishable and eternal and is the constitutional position of ultimate happiness.",https://vedabase.io/en/library/bg/14/27/
15/1,śrī-bhagavān uvācaūrdhva-mūlam adhaḥ-śākhamaśvatthaṁ prāhur avyayamchandāṁsi yasya parṇāniyas taṁ veda sa veda-vit,The Supreme Personality of Godhead said: It is said that there is an imperishable banyan tree that has its roots upward and its branches down and whose leaves are the Vedic hymns. One who knows this tree is the knower of the Vedas.,https://vedabase.io/en/library/bg/15/1/
15/2,adhaś cordhvaṁ prasṛtās tasya śākhāguṇa-pravṛddhā viṣaya-pravālāḥadhaś ca mūlāny anusantatānikarmānubandhīni manuṣya-loke,"The branches of this tree extend downward and upward, nourished by the three modes of material nature. The twigs are the objects of the senses. This tree also has roots going down, and these are bound to the fruitive actions of human society.",https://vedabase.io/en/library/bg/15/2/
15/3-4,na rūpam asyeha tathopalabhyatenānto na cādir na ca sampratiṣṭhāaśvattham enaṁ su-virūḍha-mūlamasaṅga-śastreṇa dṛḍhena chittvā,"The real form of this tree cannot be perceived in this world. No one can understand where it ends, where it begins, or where its foundation is. But with determination one must cut down this strongly rooted tree with the weapon of detachment. Thereafter, one must seek that place from which, having gone, one never returns, and there surrender to that Supreme Personality of Godhead from whom everything began and from whom everything has extended since time immemorial.",https://vedabase.io/en/library/bg/15/3-4/
15/5,nirmāna-mohā jita-saṅga-doṣāadhyātma-nityā vinivṛtta-kāmāḥdvandvair vimuktāḥ sukha-duḥkha-saṁjñairgacchanty amūḍhāḥ padam avyayaṁ tat,"Those who are free from false prestige, illusion and false association, who understand the eternal, who are done with material lust, who are freed from the dualities of happiness and distress, and who, unbewildered, know how to surrender unto the Supreme Person attain to that eternal kingdom.",https://vedabase.io/en/library/bg/15/5/
15/6,na tad bhāsayate sūryona śaśāṅko na pāvakaḥyad gatvā na nivartantetad dhāma paramaṁ mama,"That supreme abode of Mine is not illumined by the sun or moon, nor by fire or electricity. Those who reach it never return to this material world.",https://vedabase.io/en/library/bg/15/6/
15/7,mamaivāṁśo jīva-lokejīva-bhūtaḥ sanātanaḥmanaḥ-ṣaṣṭhānīndriyāṇiprakṛti-sthāni karṣati,"The living entities in this conditioned world are My eternal fragmental parts. Due to conditioned life, they are struggling very hard with the six senses, which include the mind.",https://vedabase.io/en/library/bg/15/7/
15/8,śarīraṁ yad avāpnotiyac cāpy utkrāmatīśvaraḥgṛhītvaitāni saṁyātivāyur gandhān ivāśayāt,"The living entity in the material world carries his different conceptions of life from one body to another, as the air carries aromas. Thus he takes one kind of body and again quits it to take another.",https://vedabase.io/en/library/bg/15/8/
15/9,śrotraṁ cakṣuḥ sparśanaṁ carasanaṁ ghrāṇam eva caadhiṣṭhāya manaś cāyaṁviṣayān upasevate,"The living entity, thus taking another gross body, obtains a certain type of ear, eye, tongue, nose and sense of touch, which are grouped about the mind. He thus enjoys a particular set of sense objects.",https://vedabase.io/en/library/bg/15/9/
15/10,utkrāmantaṁ sthitaṁ vāpibhuñjānaṁ vā guṇānvitamvimūḍhā nānupaśyantipaśyanti jñāna-cakṣuṣaḥ,"The foolish cannot understand how a living entity can quit his body, nor can they understand what sort of body he enjoys under the spell of the modes of nature. But one whose eyes are trained in knowledge can see all this.",https://vedabase.io/en/library/bg/15/10/
15/11,yatanto yoginaś cainaṁpaśyanty ātmany avasthitamyatanto ’py akṛtātmānonainaṁ paśyanty acetasaḥ,"The endeavoring transcendentalists who are situated in self-realization can see all this clearly. But those whose minds are not developed and who are not situated in self-realization cannot see what is taking place, though they may try.",https://vedabase.io/en/library/bg/15/11/
15/12,yad āditya-gataṁ tejojagad bhāsayate ’khilamyac candramasi yac cāgnautat tejo viddhi māmakam,"The splendor of the sun, which dissipates the darkness of this whole world, comes from Me. And the splendor of the moon and the splendor of fire are also from Me.",https://vedabase.io/en/library/bg/15/12/
15/13,gām āviśya ca bhūtānidhārayāmy aham ojasāpuṣṇāmi cauṣadhīḥ sarvāḥsomo bhūtvā rasātmakaḥ,"I enter into each planet, and by My energy they stay in orbit. I become the moon and thereby supply the juice of life to all vegetables.",https://vedabase.io/en/library/bg/15/13/
15/14,ahaṁ vaiśvānaro bhūtvāprāṇināṁ deham āśritaḥprāṇāpāna-samāyuktaḥpacāmy annaṁ catur-vidham,"I am the fire of digestion in the bodies of all living entities, and I join with the air of life, outgoing and incoming, to digest the four kinds of foodstuff.",https://vedabase.io/en/library/bg/15/14/
15/15,sarvasya cāhaṁ hṛdi sanniviṣṭomattaḥ smṛtir jñānam apohanaṁ cavedaiś ca sarvair aham eva vedyovedānta-kṛd veda-vid eva cāham,"I am seated in everyone’s heart, and from Me come remembrance, knowledge and forgetfulness. By all the Vedas, I am to be known. Indeed, I am the compiler of Vedānta, and I am the knower of the Vedas.",https://vedabase.io/en/library/bg/15/15/
15/16,dvāv imau puruṣau lokekṣaraś cākṣara eva cakṣaraḥ sarvāṇi bhūtānikūṭa-stho ’kṣara ucyate,"There are two classes of beings, the fallible and the infallible. In the material world every living entity is fallible, and in the spiritual world every living entity is called infallible.",https://vedabase.io/en/library/bg/15/16/
15/17,uttamaḥ puruṣas tv anyaḥparamātmety udāhṛtaḥyo loka-trayam āviśyabibharty avyaya īśvaraḥ,"Besides these two, there is the greatest living personality, the Supreme Soul, the imperishable Lord Himself, who has entered the three worlds and is maintaining them.",https://vedabase.io/en/library/bg/15/17/
15/18,yasmāt kṣaram atīto ’hamakṣarād api cottamaḥato ’smi loke vede caprathitaḥ puruṣottamaḥ,"Because I am transcendental, beyond both the fallible and the infallible, and because I am the greatest, I am celebrated both in the world and in the Vedas as that Supreme Person.",https://vedabase.io/en/library/bg/15/18/
15/19,yo mām evam asammūḍhojānāti puruṣottamamsa sarva-vid bhajati māṁsarva-bhāvena bhārata,"Whoever knows Me as the Supreme Personality of Godhead, without doubting, is the knower of everything. He therefore engages himself in full devotional service to Me, O son of Bharata.",https://vedabase.io/en/library/bg/15/19/
15/20,iti guhya-tamaṁ śāstramidam uktaṁ mayānaghaetad buddhvā buddhimān syātkṛta-kṛtyaś ca bhārata,"This is the most confidential part of the Vedic scriptures, O sinless one, and it is disclosed now by Me. Whoever understands this will become wise, and his endeavors will know perfection.",https://vedabase.io/en/library/bg/15/20/
16/1-3,śrī-bhagavān uvācaabhayaṁ sattva-saṁśuddhirjñāna-yoga-vyavasthitiḥdānaṁ damaś ca yajñaś casvādhyāyas tapa ārjavam,"The Supreme Personality of Godhead said: Fearlessness; purification of one’s existence; cultivation of spiritual knowledge; charity; self-control; performance of sacrifice; study of the Vedas; austerity; simplicity; nonviolence; truthfulness; freedom from anger; renunciation; tranquillity; aversion to faultfinding; compassion for all living entities; freedom from covetousness; gentleness; modesty; steady determination; vigor; forgiveness; fortitude; cleanliness; and freedom from envy and from the passion for honor – these transcendental qualities, O son of Bharata, belong to godly men endowed with divine nature.",https://vedabase.io/en/library/bg/16/1-3/
16/4,dambho darpo ’bhimānaś cakrodhaḥ pāruṣyam eva caajñānaṁ cābhijātasyapārtha sampadam āsurīm,"Pride, arrogance, conceit, anger, harshness and ignorance – these qualities belong to those of demoniac nature, O son of Pṛthā.",https://vedabase.io/en/library/bg/16/4/
16/5,daivī sampad vimokṣāyanibandhāyāsurī matāmā śucaḥ sampadaṁ daivīmabhijāto ’si pāṇḍava,"The transcendental qualities are conducive to liberation, whereas the demoniac qualities make for bondage. Do not worry, O son of Pāṇḍu, for you are born with the divine qualities.",https://vedabase.io/en/library/bg/16/5/
16/6,dvau bhūta-sargau loke ’smindaiva āsura eva cadaivo vistaraśaḥ proktaāsuraṁ pārtha me śṛṇu,"O son of Pṛthā, in this world there are two kinds of created beings. One is called divine and the other demoniac. I have already explained to you at length the divine qualities. Now hear from Me of the demoniac.",https://vedabase.io/en/library/bg/16/6/
16/7,pravṛttiṁ ca nivṛttiṁ cajanā na vidur āsurāḥna śaucaṁ nāpi cācārona satyaṁ teṣu vidyate,Those who are demoniac do not know what is to be done and what is not to be done. Neither cleanliness nor proper behavior nor truth is found in them.,https://vedabase.io/en/library/bg/16/7/
16/8,asatyam apratiṣṭhaṁ tejagad āhur anīśvaramaparaspara-sambhūtaṁkim anyat kāma-haitukam,"They say that this world is unreal, with no foundation, no God in control. They say it is produced of sex desire and has no cause other than lust.",https://vedabase.io/en/library/bg/16/8/
16/9,etāṁ dṛṣṭim avaṣṭabhyanaṣṭātmāno ’lpa-buddhayaḥprabhavanty ugra-karmāṇaḥkṣayāya jagato ’hitāḥ,"Following such conclusions, the demoniac, who are lost to themselves and who have no intelligence, engage in unbeneficial, horrible works meant to destroy the world.",https://vedabase.io/en/library/bg/16/9/
16/10,kāmam āśritya duṣpūraṁdambha-māna-madānvitāḥmohād gṛhītvāsad-grāhānpravartante ’śuci-vratāḥ,"Taking shelter of insatiable lust and absorbed in the conceit of pride and false prestige, the demoniac, thus illusioned, are always sworn to unclean work, attracted by the impermanent.",https://vedabase.io/en/library/bg/16/10/
16/11-12,cintām aparimeyāṁ capralayāntām upāśritāḥkāmopabhoga-paramāetāvad iti niścitāḥ,"They believe that to gratify the senses is the prime necessity of human civilization. Thus until the end of life their anxiety is immeasurable. Bound by a network of hundreds of thousands of desires and absorbed in lust and anger, they secure money by illegal means for sense gratification.",https://vedabase.io/en/library/bg/16/11-12/
16/13-15,idam adya mayā labdhamimaṁ prāpsye manorathamidam astīdam api mebhaviṣyati punar dhanam,"The demoniac person thinks: “So much wealth do I have today, and I will gain more according to my schemes. So much is mine now, and it will increase in the future, more and more. He is my enemy, and I have killed him, and my other enemies will also be killed. I am the lord of everything. I am the enjoyer. I am perfect, powerful and happy. I am the richest man, surrounded by aristocratic relatives. There is none so powerful and happy as I am. I shall perform sacrifices, I shall give some charity, and thus I shall rejoice.” In this way, such persons are deluded by ignorance.",https://vedabase.io/en/library/bg/16/13-15/
16/16,aneka-citta-vibhrāntāmoha-jāla-samāvṛtāḥprasaktāḥ kāma-bhogeṣupatanti narake ’śucau,"Thus perplexed by various anxieties and bound by a network of illusions, they become too strongly attached to sense enjoyment and fall down into hell.",https://vedabase.io/en/library/bg/16/16/
16/17,ātma-sambhāvitāḥ stabdhādhana-māna-madānvitāḥyajante nāma-yajñais tedambhenāvidhi-pūrvakam,"Self-complacent and always impudent, deluded by wealth and false prestige, they sometimes proudly perform sacrifices in name only, without following any rules or regulations.",https://vedabase.io/en/library/bg/16/17/
16/18,ahaṅkāraṁ balaṁ darpaṁkāmaṁ krodhaṁ ca saṁśritāḥmām ātma-para-deheṣupradviṣanto ’bhyasūyakāḥ,"Bewildered by false ego, strength, pride, lust and anger, the demons become envious of the Supreme Personality of Godhead, who is situated in their own bodies and in the bodies of others, and blaspheme against the real religion.",https://vedabase.io/en/library/bg/16/18/
16/19,tān ahaṁ dviṣataḥ krūrānsaṁsāreṣu narādhamānkṣipāmy ajasram aśubhānāsurīṣv eva yoniṣu,"Those who are envious and mischievous, who are the lowest among men, I perpetually cast into the ocean of material existence, into various demoniac species of life.",https://vedabase.io/en/library/bg/16/19/
16/20,āsurīṁ yonim āpannāmūḍhā janmani janmanimām aprāpyaiva kaunteyatato yānty adhamāṁ gatim,"Attaining repeated birth amongst the species of demoniac life, O son of Kuntī, such persons can never approach Me. Gradually they sink down to the most abominable type of existence.",https://vedabase.io/en/library/bg/16/20/
16/21,tri-vidhaṁ narakasyedaṁdvāraṁ nāśanam ātmanaḥkāmaḥ krodhas tathā lobhastasmād etat trayaṁ tyajet,"There are three gates leading to this hell – lust, anger and greed. Every sane man should give these up, for they lead to the degradation of the soul.",https://vedabase.io/en/library/bg/16/21/
16/22,etair vimuktaḥ kaunteyatamo-dvārais tribhir naraḥācaraty ātmanaḥ śreyastato yāti parāṁ gatim,"The man who has escaped these three gates of hell, O son of Kuntī, performs acts conducive to self-realization and thus gradually attains the supreme destination.",https://vedabase.io/en/library/bg/16/22/
16/23,yaḥ śāstra-vidhim utsṛjyavartate kāma-kārataḥna sa siddhim avāpnotina sukhaṁ na parāṁ gatim,"He who discards scriptural injunctions and acts according to his own whims attains neither perfection, nor happiness, nor the supreme destination.",https://vedabase.io/en/library/bg/16/23/
16/24,tasmāc chāstraṁ pramāṇaṁ tekāryākārya-vyavasthitaujñātvā śāstra-vidhānoktaṁkarma kartum ihārhasi,"One should therefore understand what is duty and what is not duty by the regulations of the scriptures. Knowing such rules and regulations, one should act so that he may gradually be elevated.",https://vedabase.io/en/library/bg/16/24/
17/1,arjuna uvācaye śāstra-vidhim utsṛjyayajante śraddhayānvitāḥteṣāṁ niṣṭhā tu kā kṛṣṇasattvam āho rajas tamaḥ,"Arjuna inquired: O Kṛṣṇa, what is the situation of those who do not follow the principles of scripture but worship according to their own imagination? Are they in goodness, in passion or in ignorance?",https://vedabase.io/en/library/bg/17/1/
17/2,śrī-bhagavān uvācatri-vidhā bhavati śraddhādehināṁ sā svabhāva-jāsāttvikī rājasī caivatāmasī ceti tāṁ śṛṇu,"The Supreme Personality of Godhead said: According to the modes of nature acquired by the embodied soul, one’s faith can be of three kinds – in goodness, in passion or in ignorance. Now hear about this.",https://vedabase.io/en/library/bg/17/2/
17/3,sattvānurūpā sarvasyaśraddhā bhavati bhārataśraddhā-mayo ’yaṁ puruṣoyo yac-chraddhaḥ sa eva saḥ,"O son of Bharata, according to one’s existence under the various modes of nature, one evolves a particular kind of faith. The living being is said to be of a particular faith according to the modes he has acquired.",https://vedabase.io/en/library/bg/17/3/
17/4,yajante sāttvikā devānyakṣa-rakṣāṁsi rājasāḥpretān bhūta-gaṇāṁś cānyeyajante tāmasā janāḥ,Men in the mode of goodness worship the demigods; those in the mode of passion worship the demons; and those in the mode of ignorance worship ghosts and spirits.,https://vedabase.io/en/library/bg/17/4/
17/5-6,aśāstra-vihitaṁ ghoraṁtapyante ye tapo janāḥdambhāhaṅkāra-saṁyuktāḥkāma-rāga-balānvitāḥ,"Those who undergo severe austerities and penances not recommended in the scriptures, performing them out of pride and egoism, who are impelled by lust and attachment, who are foolish and who torture the material elements of the body as well as the Supersoul dwelling within, are to be known as demons.",https://vedabase.io/en/library/bg/17/5-6/
17/7,āhāras tv api sarvasyatri-vidho bhavati priyaḥyajñas tapas tathā dānaṁteṣāṁ bhedam imaṁ śṛṇu,"Even the food each person prefers is of three kinds, according to the three modes of material nature. The same is true of sacrifices, austerities and charity. Now hear of the distinctions between them.",https://vedabase.io/en/library/bg/17/7/
17/8,āyuḥ-sattva-balārogya-sukha-prīti-vivardhanāḥrasyāḥ snigdhāḥ sthirā hṛdyāāhārāḥ sāttvika-priyāḥ,"Foods dear to those in the mode of goodness increase the duration of life, purify one’s existence and give strength, health, happiness and satisfaction. Such foods are juicy, fatty, wholesome, and pleasing to the heart.",https://vedabase.io/en/library/bg/17/8/
17/9,kaṭv-amla-lavaṇāty-uṣṇa-tīkṣṇa-rūkṣa-vidāhinaḥāhārā rājasasyeṣṭāduḥkha-śokāmaya-pradāḥ,"Foods that are too bitter, too sour, salty, hot, pungent, dry and burning are dear to those in the mode of passion. Such foods cause distress, misery and disease.",https://vedabase.io/en/library/bg/17/9/
17/10,yāta-yāmaṁ gata-rasaṁpūti paryuṣitaṁ ca yatucchiṣṭam api cāmedhyaṁbhojanaṁ tāmasa-priyam,"Food prepared more than three hours before being eaten, food that is tasteless, decomposed and putrid, and food consisting of remnants and untouchable things is dear to those in the mode of darkness.",https://vedabase.io/en/library/bg/17/10/
17/11,aphalākāṅkṣibhir yajñovidhi-diṣṭo ya ijyateyaṣṭavyam eveti manaḥsamādhāya sa sāttvikaḥ,"Of sacrifices, the sacrifice performed according to the directions of scripture, as a matter of duty, by those who desire no reward, is of the nature of goodness.",https://vedabase.io/en/library/bg/17/11/
17/12,abhisandhāya tu phalaṁdambhārtham api caiva yatijyate bharata-śreṣṭhataṁ yajñaṁ viddhi rājasam,"But the sacrifice performed for some material benefit, or for the sake of pride, O chief of the Bhāratas, you should know to be in the mode of passion.",https://vedabase.io/en/library/bg/17/12/
17/13,vidhi-hīnam asṛṣṭānnaṁmantra-hīnam adakṣiṇamśraddhā-virahitaṁ yajñaṁtāmasaṁ paricakṣate,"Any sacrifice performed without regard for the directions of scripture, without distribution of prasādam [spiritual food], without chanting of Vedic hymns and remunerations to the priests, and without faith is considered to be in the mode of ignorance.",https://vedabase.io/en/library/bg/17/13/
17/14,deva-dvija-guru-prājña-pūjanaṁ śaucam ārjavambrahmacaryam ahiṁsā caśārīraṁ tapa ucyate,"Austerity of the body consists in worship of the Supreme Lord, the brāhmaṇas, the spiritual master, and superiors like the father and mother, and in cleanliness, simplicity, celibacy and nonviolence.",https://vedabase.io/en/library/bg/17/14/
